Address,member,relation,gender,age,literacy,studying,degree,occupationalst,maritalst,Hoghugh_Income,Azad_Income,Other_Income,Yarane_Income,total_income
10001001510,1,Head,Female,80,literate,No,Elemantry,Housewife,Married,0.0,0.0,144000000.0,5460000.0,149460000.0
10001001514,1,Head,Male,45,literate,No,Secondary,employed,Married,114408000.0,0.0,120000000.0,21840000.0,256248000.0
10010009320,1,Head,Male,45,literate,No,Secondary,IncomeWOJob,Married,0.0,0.0,285000000.0,16380000.0,301380000.0
10013010610,1,Head,Male,35,literate,No,Bachelor,unemployed,Married,0.0,0.0,2120000.0,21840000.0,23960000.0
10013010608,1,Head,Male,29,literate,No,Diploma,unemployed,Married,0.0,0.0,3400000.0,21840000.0,25240000.0
10013010615,1,Head,Male,39,literate,No,Secondary,employed,Married,0.0,320700000.0,0.0,27300000.0,348000000.0
10006005518,1,Head,Male,60,literate,No,Diploma,IncomeWOJob,Married,0.0,0.0,168000000.0,16380000.0,184380000.0
10010009323,1,Head,Female,57,literate,No,Elemantry,IncomeWOJob,Widowed,0.0,0.0,109000000.0,5460000.0,114460000.0
10010009318,1,Head,Female,70,illiterate,No,No degree,IncomeWOJob,Widowed,0.0,0.0,192000000.0,5460000.0,197460000.0
10010009312,1,Head,Male,55,literate,No,Secondary,IncomeWOJob,Married,0.0,0.0,315000000.0,16380000.0,331380000.0
10007007220,1,Head,Female,52,illiterate,No,No degree,Housewife,Widowed,0.0,0.0,50000000.0,5460000.0,55460000.0
10007007215,1,Head,Male,89,literate,No,Elemantry,IncomeWOJob,Married,0.0,0.0,189000000.0,10920000.0,199920000.0
10007007211,1,Head,Male,82,literate,No,Elemantry,IncomeWOJob,Married,0.0,0.0,189000000.0,27300000.0,216300000.0
10007007211,3,Child,Female,40,literate,No,Bachelor,employed,Single,288020000.0,0.0,0.0,0.0,288020000.0
10007007211,4,Child,Female,37,literate,No,Bachelor,employed,Single,341224000.0,0.0,0.0,0.0,341224000.0
10001001916,1,Head,Male,59,illiterate,No,No degree,IncomeWOJob,Married,0.0,0.0,98000000.0,10920000.0,108920000.0
10007007217,1,Head,Male,42,literate,No,Secondary,employed,Married,0.0,210000000.0,0.0,21840000.0,231840000.0
10007007208,1,Head,Female,79,illiterate,No,No degree,Housewife,Widowed,0.0,0.0,80800000.0,5460000.0,86260000.0
10003003207,1,Head,Male,58,literate,No,Diploma,IncomeWOJob,Married,0.0,0.0,346000000.0,10920000.0,356920000.0
10003003213,1,Head,Female,33,literate,No,Bachelor,IncomeWOJob,Married,0.0,0.0,40000000.0,10920000.0,50920000.0
10003003223,1,Head,Female,65,literate,No,Diploma,IncomeWOJob,Widowed,0.0,0.0,228000000.0,10920000.0,238920000.0
10004004210,1,Head,Male,62,literate,No,Elemantry,IncomeWOJob,Married,0.0,0.0,15000000.0,27300000.0,42300000.0
10001000620,1,Head,Male,36,literate,No,Secondary,employed,Married,425640000.0,0.0,0.0,21840000.0,447480000.0
10001000620,3,Child,Male,16,literate,No,Secondary,employed,Single,48000000.0,0.0,0.0,0.0,48000000.0
10001000613,1,Head,Female,72,illiterate,No,No degree,IncomeWOJob,Widowed,0.0,0.0,226000000.0,5460000.0,231460000.0
10011009711,1,Head,Male,70,illiterate,No,No degree,IncomeWOJob,Married,0.0,0.0,40000000.0,0.0,40000000.0
10011009711,4,GrandSonDaughter,Male,19,literate,No,Secondary,employed,Single,0.0,170000000.0,0.0,0.0,170000000.0
10011009708,1,Head,Female,35,illiterate,No,No degree,IncomeWOJob,Married,0.0,0.0,50000000.0,21840000.0,71840000.0
10005004623,1,Head,Female,57,literate,No,Diploma,IncomeWOJob,Widowed,0.0,0.0,160400000.0,10920000.0,171320000.0
10009008518,1,Head,Male,57,literate,No,Elemantry,employed,Married,0.0,35000000.0,0.0,10920000.0,45920000.0
10006005917,1,Head,Male,33,literate,No,Elemantry,employed,Married,168000000.0,0.0,0.0,21840000.0,189840000.0
10006005917,4,Child,Male,4,illiterate,No,No degree,Other,Single,0.0,0.0,2100000.0,0.0,2100000.0
10005004608,1,Head,Male,31,literate,No,College,employed,Married,296000008.0,0.0,0.0,10920000.0,306920008.0
10009008512,1,Head,Male,35,literate,No,Secondary,employed,Married,140000000.0,0.0,13000000.0,21840000.0,174840000.0
10011009723,1,Head,Male,74,illiterate,No,No degree,IncomeWOJob,Married,0.0,0.0,19200000.0,27300000.0,46500000.0
10011009723,3,Child,Male,36,literate,No,Secondary,employed,Married,0.0,70400000.0,0.0,0.0,70400000.0
10011009723,4,SonDaughter_inLaw,Female,29,literate,No,Elemantry,Housewife,Married,0.0,0.0,3000000.0,0.0,3000000.0
10011009714,1,Head,Male,35,literate,No,Secondary,employed,Married,0.0,210000000.0,0.0,16380000.0,226380000.0
10006005908,1,Head,Male,58,literate,No,Diploma,employed,Married,0.0,150000000.0,0.0,16380000.0,166380000.0
10006005908,2,Spouse,Female,57,literate,No,College,employed,Married,204560000.0,0.0,0.0,0.0,204560000.0
10001001923,1,Head,Male,40,literate,No,Diploma,employed,Married,240000000.0,0.0,0.0,21840000.0,261840000.0
10001001911,1,Head,Male,69,literate,No,Elemantry,IncomeWOJob,Married,0.0,0.0,322000000.0,10920000.0,332920000.0
10001001914,1,Head,Male,34,literate,No,Secondary,employed,Married,180000000.0,0.0,0.0,16380000.0,196380000.0
10001001909,1,Head,Male,50,illiterate,No,No degree,employed,Married,180000000.0,0.0,0.0,16380000.0,196380000.0
10001001909,3,Child,Male,24,literate,No,Elemantry,employed,Single,84000000.0,0.0,0.0,0.0,84000000.0
10001001920,1,Head,Male,40,literate,No,Diploma,employed,Married,213200000.0,0.0,0.0,21840000.0,235040000.0
10009008520,1,Head,Male,59,literate,No,Diploma,IncomeWOJob,Married,0.0,0.0,234000000.0,10920000.0,244920000.0
10001002413,1,Head,Male,62,literate,No,Elemantry,employed,Married,0.0,420000000.0,0.0,16380000.0,436380000.0
10001002420,1,Head,Male,34,literate,No,Bachelor,employed,Married,391200000.0,0.0,0.0,27300000.0,418500000.0
10001002410,1,Head,Male,71,literate,No,Elemantry,IncomeWOJob,Married,0.0,0.0,336000000.0,10920000.0,346920000.0
10006005923,1,Head,Male,51,literate,No,Elemantry,employed,Married,0.0,240000000.0,0.0,16380000.0,256380000.0
10006005923,4,Child,Male,20,literate,No,Secondary,employed,Single,142280000.0,0.0,0.0,0.0,142280000.0
10006005920,1,Head,Male,50,literate,No,Secondary,employed,Married,0.0,240000000.0,96000000.0,21840000.0,357840000.0
10009008513,1,Head,Male,51,literate,No,Bachelor,employed,Married,0.0,234000000.0,0.0,21840000.0,255840000.0
10005004618,1,Head,Male,37,literate,No,Diploma,employed,Married,156000000.0,0.0,0.0,16380000.0,172380000.0
10003003220,1,Head,Male,34,literate,No,Secondary,employed,Married,190000000.0,0.0,0.0,16380000.0,206380000.0
10003003220,4,Child,Male,0,illiterate,No,No degree,Other,Single,0.0,0.0,0.0,3185000.0,3185000.0
10009008508,1,Head,Female,79,illiterate,No,No degree,IncomeWOJob,Married,0.0,0.0,31100000.0,5460000.0,36560000.0
10009008508,2,Child,Male,40,literate,No,Secondary,employed,Married,240240000.0,0.0,0.0,21840000.0,262080000.0
10009008523,1,Head,Male,75,illiterate,No,No degree,IncomeWOJob,Married,0.0,0.0,152000000.0,10920000.0,162920000.0
10012010120,1,Head,Male,38,literate,No,Diploma,employed,Married,282800000.0,0.0,0.0,21840000.0,304640000.0
10012010123,1,Head,Male,29,literate,No,Secondary,employed,Married,30000000.0,31500000.0,0.0,16380000.0,77880000.0
10004003823,1,Head,Male,86,illiterate,No,No degree,Other,Married,0.0,0.0,0.0,16380000.0,16380000.0
10004003823,2,Spouse,Female,81,illiterate,No,No degree,IncomeWOJob,Married,0.0,0.0,149000000.0,0.0,149000000.0
10012010114,1,Head,Male,60,literate,No,Elemantry,employed,Married,0.0,100000000.0,260000000.0,10920000.0,370920000.0
10005005120,1,Head,Male,45,literate,No,Bachelor,employed,Married,0.0,180000000.0,0.0,16380000.0,196380000.0
10005005120,4,Child,Male,0,illiterate,No,No degree,Other,Single,0.0,0.0,0.0,910000.0,910000.0
10005005123,1,Head,Male,40,literate,No,Diploma,employed,Married,242360008.0,0.0,0.0,21840000.0,264200008.0
10005005116,1,Head,Male,60,illiterate,No,No degree,employed,Married,0.0,70000000.0,0.0,0.0,70000000.0
10010008909,1,Head,Male,64,literate,No,Elemantry,IncomeWOJob,Married,0.0,0.0,177800000.0,10920000.0,188720000.0
10003003217,1,Head,Male,34,literate,No,Secondary,employed,Married,126000000.0,0.0,1200000.0,16380000.0,143580000.0
10001001108,1,Head,Male,69,literate,No,Diploma,IncomeWOJob,Married,0.0,0.0,484000000.0,0.0,484000000.0
10001001108,3,Child,Female,33,literate,No,Master,employed,Single,60000000.0,0.0,0.0,0.0,60000000.0
10004003808,1,Head,Female,60,illiterate,No,No degree,IncomeWOJob,Widowed,0.0,0.0,14000000.0,5460000.0,19460000.0
10004003820,1,Head,Male,70,literate,No,Elemantry,IncomeWOJob,Married,0.0,0.0,39300000.0,10920000.0,50220000.0
10010008923,1,Head,Female,60,illiterate,No,No degree,IncomeWOJob,Widowed,0.0,0.0,212000000.0,10920000.0,222920000.0
10010008923,2,Child,Male,31,literate,No,Elemantry,employed,Divorced,191040008.0,0.0,0.0,0.0,191040008.0
10001001116,1,Head,Male,40,literate,No,Diploma,employed,Married,418160008.0,0.0,0.0,21840000.0,440000008.0
10001001109,1,Head,Female,68,illiterate,No,No degree,IncomeWOJob,Widowed,0.0,0.0,336000000.0,5460000.0,341460000.0
10001001123,1,Head,Male,36,literate,Yes,Bachelor,employed,Married,335880000.0,0.0,0.0,10920000.0,346800000.0
10005005114,1,Head,Male,84,literate,No,Elemantry,IncomeWOJob,Married,0.0,0.0,156000000.0,10920000.0,166920000.0
10010008915,1,Head,Female,49,literate,No,Diploma,Housewife,Married,0.0,0.0,240000000.0,16380000.0,256380000.0
10010008907,1,Head,Male,39,illiterate,No,No degree,employed,Married,80000000.0,0.0,0.0,16380000.0,96380000.0
10010008907,2,Spouse,Female,50,literate,No,Elemantry,unemployed,Married,0.0,0.0,15000000.0,0.0,15000000.0
10006006307,1,Head,Male,80,illiterate,No,No degree,IncomeWOJob,Married,0.0,0.0,144000000.0,10920000.0,154920000.0
10006006308,1,Head,Male,50,literate,No,Elemantry,employed,Married,193600000.0,0.0,0.0,16380000.0,209980000.0
10007007717,1,Head,Male,42,literate,No,Bachelor,employed,Married,343200000.0,0.0,0.0,21840000.0,365040000.0
10007007723,1,Head,Male,48,literate,No,Secondary,IncomeWOJob,Married,0.0,0.0,394000000.0,27300000.0,421300000.0
10007007720,1,Head,Male,48,literate,No,Elemantry,IncomeWOJob,Married,0.0,0.0,430000000.0,27300000.0,457300000.0
10006005512,1,Head,Male,64,literate,No,Bachelor,IncomeWOJob,Married,0.0,0.0,300000000.0,10920000.0,310920000.0
10005004613,1,Head,Female,41,literate,No,Diploma,Housewife,Divorced,0.0,0.0,772000000.0,16380000.0,788380000.0
10006006320,1,Head,Male,70,illiterate,No,No degree,Housewife,Widowed,0.0,0.0,144000000.0,5460000.0,149460000.0
10006006315,1,Head,Male,82,illiterate,No,No degree,IncomeWOJob,Widowed,0.0,0.0,51000000.0,5460000.0,56460000.0
10006006323,1,Head,Male,49,literate,No,Diploma,employed,Married,336719996.0,0.0,0.0,16380000.0,353099996.0
10001002423,1,Head,Male,63,literate,No,Elemantry,employed,Married,0.0,180000000.0,0.0,27300000.0,207300000.0
10001002423,3,Child,Male,32,literate,No,Secondary,employed,Single,0.0,106000000.0,0.0,0.0,106000000.0
10001002423,5,Child,Male,27,literate,No,Secondary,employed,Single,0.0,143000000.0,0.0,0.0,143000000.0
10002002816,1,Head,Male,30,literate,No,Secondary,employed,Married,160000000.0,0.0,700000.0,16380000.0,177080000.0
10007007709,1,Head,Male,69,literate,No,Secondary,IncomeWOJob,Married,0.0,0.0,490000000.0,21840000.0,511840000.0
10007007709,4,Child,Male,30,literate,No,Bachelor,employed,Single,180000000.0,0.0,0.0,0.0,180000000.0
10005005116,3,Child,Male,30,literate,No,College,employed,Single,96000000.0,0.0,0.0,0.0,96000000.0
10005005116,4,Child,Male,24,literate,No,Bachelor,employed,Single,129440008.0,0.0,0.0,21840000.0,151280008.0
10001001512,1,Head,Male,52,illiterate,No,No degree,employed,Married,176600000.0,0.0,0.0,27300000.0,203900000.0
10001001512,3,Child,Male,25,literate,No,College,employed,Single,144000000.0,0.0,0.0,0.0,144000000.0
10007007712,1,Head,Female,48,literate,No,Elemantry,IncomeWOJob,Married,0.0,0.0,120000000.0,16380000.0,136380000.0
10007007712,2,Child,Male,30,literate,No,Diploma,employed,Single,0.0,120000000.0,0.0,0.0,120000000.0
10007007718,1,Head,Male,41,literate,No,Diploma,employed,Married,372040000.0,0.0,0.0,21840000.0,393880000.0
10004003817,1,Head,Male,56,literate,No,Bachelor,IncomeWOJob,Married,0.0,0.0,370000000.0,21840000.0,391840000.0
10004003817,2,Spouse,Female,51,literate,No,College,employed,Married,293920000.0,0.0,0.0,0.0,293920000.0
10012010111,1,Head,Male,32,literate,Yes,Master,employed,Married,357440000.0,0.0,700000.0,16380000.0,374520000.0
10004004215,1,Head,Female,67,illiterate,No,No degree,IncomeWOJob,Widowed,0.0,0.0,252000000.0,5460000.0,257460000.0
10013010623,5,Child,Male,12,illiterate,No,No degree,Other,Single,0.0,0.0,7500000.0,0.0,7500000.0
10012010115,1,Head,Male,36,literate,No,Elemantry,employed,Married,0.0,99500000.0,0.0,21840000.0,121340000.0
10012010108,1,Head,Male,41,literate,No,Bachelor,employed,Married,446800000.0,0.0,3200000.0,27300000.0,477300000.0
10011009717,1,Head,Male,79,literate,No,Elemantry,employed,Married,0.0,108000000.0,32000000.0,16380000.0,156380000.0
10010008920,1,Head,Male,45,literate,No,Diploma,unemployed,Married,0.0,0.0,370000000.0,16380000.0,386380000.0
10009008120,1,Head,Male,23,literate,No,Secondary,unemployed,Married,0.0,0.0,0.0,10920000.0,10920000.0
10006006823,1,Head,Male,66,literate,No,Elemantry,IncomeWOJob,Married,0.0,0.0,360000000.0,10920000.0,370920000.0
10006006812,1,Head,Male,71,literate,No,Elemantry,employed,Married,0.0,104000000.0,36000000.0,27300000.0,167300000.0
10006006812,4,Child,Female,39,literate,Yes,Master,employed,Single,48000000.0,0.0,0.0,0.0,48000000.0
10004004217,1,Head,Female,56,literate,No,HighSchool,IncomeWOJob,Divorced,0.0,0.0,214000000.0,5460000.0,219460000.0
10006005910,1,Head,Male,36,literate,No,Elemantry,employed,Married,168000000.0,0.0,0.0,27300000.0,195300000.0
10001002414,1,Head,Male,66,literate,No,Elemantry,employed,Married,180000000.0,0.0,0.0,16380000.0,196380000.0
10002002815,1,Head,Male,68,literate,No,Diploma,employed,Married,0.0,460000000.0,144000000.0,0.0,604000000.0
10013010620,1,Head,Female,59,illiterate,No,No degree,IncomeWOJob,Married,0.0,0.0,60000000.0,5460000.0,65460000.0
10001002408,1,Head,Male,66,literate,No,Bachelor,IncomeWOJob,Married,0.0,0.0,300000000.0,16380000.0,316380000.0
10011009720,1,Head,Male,51,literate,No,Elemantry,employed,Married,60000000.0,0.0,0.0,32760000.0,92760000.0
10011009720,3,Child,Male,26,literate,No,Diploma,employed,Married,110000000.0,0.0,0.0,0.0,110000000.0
10011009720,4,Child,Male,25,literate,No,Diploma,employed,Single,0.0,100000000.0,0.0,0.0,100000000.0
10007007223,1,Head,Male,50,literate,No,Diploma,employed,Married,296020000.0,0.0,0.0,21840000.0,317860000.0
10010008917,1,Head,Male,48,literate,No,Elemantry,employed,Married,0.0,360000000.0,80000000.0,16380000.0,456380000.0
10009008111,1,Head,Male,51,literate,No,Bachelor,IncomeWOJob,Married,0.0,0.0,768032000.0,27300000.0,795332000.0
10001001114,1,Head,Male,80,literate,No,Diploma,IncomeWOJob,Married,0.0,0.0,264000000.0,0.0,264000000.0
10006006813,1,Head,Male,78,literate,No,Elemantry,IncomeWOJob,Married,0.0,0.0,200900000.0,10920000.0,211820000.0
10005005109,1,Head,Male,54,literate,No,Elemantry,IncomeWOJob,Married,0.0,0.0,214000000.0,21840000.0,235840000.0
10005004620,1,Head,Male,25,literate,No,Diploma,employed,Married,114400002.0,0.0,0.0,10920000.0,125320002.0
10005004611,1,Head,Male,39,literate,No,Master,employed,Married,410400004.0,0.0,3400000.0,21840000.0,435640004.0
10004004211,1,Head,Male,52,literate,No,Diploma,employed,Married,0.0,360000000.0,0.0,27300000.0,387300000.0
10004004211,3,Child,Male,23,literate,No,Diploma,employed,Single,0.0,360000000.0,0.0,0.0,360000000.0
10004003809,1,Head,Male,32,literate,No,Diploma,employed,Married,296000008.0,0.0,1040000.0,21840000.0,318880008.0
10001001120,1,Head,Male,80,literate,No,Diploma,IncomeWOJob,Widowed,0.0,0.0,420000000.0,5460000.0,425460000.0
10006005913,1,Head,Male,39,literate,No,Bachelor,unemployed,Single,0.0,0.0,250000000.0,5460000.0,255460000.0
10005005107,1,Head,Female,56,literate,No,Elemantry,IncomeWOJob,Widowed,0.0,0.0,310000000.0,5460000.0,315460000.0
10004003818,1,Head,Male,66,illiterate,No,No degree,IncomeWOJob,Married,0.0,0.0,85000000.0,10920000.0,95920000.0
10013010614,1,Head,Male,75,literate,No,Elemantry,employed,Married,0.0,634500000.0,0.0,21840000.0,656340000.0
10013010614,4,Child,Male,23,literate,No,Elemantry,employed,Married,240000000.0,0.0,0.0,0.0,240000000.0
10006005511,1,Head,Male,60,literate,No,Diploma,IncomeWOJob,Married,0.0,0.0,204000000.0,10920000.0,214920000.0
10006005511,3,Child,Male,34,literate,No,College,employed,Single,242359996.0,0.0,0.0,0.0,242359996.0
10006006314,1,Head,Male,46,literate,No,Bachelor,employed,Married,278240000.0,0.0,156000000.0,0.0,434240000.0
10006006314,2,Spouse,Female,46,literate,No,College,employed,Married,275240000.0,0.0,0.0,0.0,275240000.0
10003003211,1,Head,Male,65,literate,No,College,employed,Married,0.0,105000000.0,262000000.0,16380000.0,383380000.0
10003003211,2,Spouse,Female,60,literate,No,Diploma,IncomeWOJob,Married,0.0,0.0,262000000.0,0.0,262000000.0
10106018023,1,Head,Male,44,literate,No,Elemantry,unemployed,Married,0.0,0.0,500000.0,21840000.0,22340000.0
10106018023,2,Spouse,Female,38,literate,No,Secondary,Housewife,Married,0.0,0.0,500000.0,0.0,500000.0
10106018023,3,Child,Male,16,literate,Yes,HighSchool,Student,Single,0.0,0.0,2500000.0,0.0,2500000.0
10106018023,4,Child,Female,7,literate,Yes,Elemantry,Other,Single,0.0,0.0,2500000.0,0.0,2500000.0
10108020417,1,Head,Male,60,literate,No,Secondary,IncomeWOJob,Married,0.0,0.0,262000000.0,10920000.0,272920000.0
10106018020,1,Head,Female,74,illiterate,No,No degree,IncomeWOJob,Widowed,0.0,0.0,190000000.0,5460000.0,195460000.0
10108020423,1,Head,Female,40,literate,No,Diploma,unemployed,Widowed,0.0,0.0,15000000.0,10920000.0,25920000.0
10108020423,2,Child,Male,20,literate,No,Diploma,employed,Single,169000000.0,0.0,15000000.0,0.0,184000000.0
10101010823,1,Head,Female,70,literate,No,Diploma,IncomeWOJob,Widowed,0.0,0.0,226760000.0,5460000.0,232220000.0
10103013223,1,Head,Male,53,literate,No,Elemantry,employed,Married,50000000.0,0.0,0.0,21840000.0,71840000.0
10103013223,3,Child,Male,23,literate,No,Diploma,employed,Single,180000000.0,0.0,0.0,0.0,180000000.0
10105015616,1,Head,Male,50,literate,No,Elemantry,employed,Married,0.0,324000000.0,60000000.0,21840000.0,405840000.0
10105015616,3,Child,Male,18,literate,Yes,HighSchool,Student,Single,0.0,0.0,4000000.0,0.0,4000000.0
10105015616,4,Child,Female,12,literate,Yes,Elemantry,Student,Single,0.0,0.0,4000000.0,0.0,4000000.0
10106018420,1,Head,Male,37,literate,No,College,employed,Married,0.0,210000000.0,35000000.0,16380000.0,261380000.0
10106018420,3,Child,Male,6,illiterate,No,No degree,Other,Single,0.0,0.0,5000000.0,0.0,5000000.0
10106018418,1,Head,Male,47,literate,No,Elemantry,employed,Married,0.0,485000000.0,0.0,27300000.0,512300000.0
10103013218,1,Head,Female,56,literate,No,Elemantry,IncomeWOJob,Widowed,0.0,0.0,293200000.0,16380000.0,309580000.0
10103013218,2,Child,Female,35,literate,No,Bachelor,employed,Single,54000000.0,0.0,0.0,0.0,54000000.0
10109020812,1,Head,Male,63,literate,No,Elemantry,employed,Married,0.0,204000000.0,850000.0,16380000.0,221230000.0
10109020812,2,Spouse,Female,58,illiterate,No,No degree,Housewife,Married,0.0,0.0,850000.0,0.0,850000.0
10109020812,3,Child,Male,23,literate,No,Diploma,employed,Single,0.0,0.0,850000.0,0.0,850000.0
10109020809,1,Head,Male,61,literate,No,College,IncomeWOJob,Married,0.0,0.0,358000000.0,10920000.0,368920000.0
10109020809,2,Spouse,Female,61,literate,No,College,IncomeWOJob,Married,0.0,0.0,346000000.0,0.0,346000000.0
10101010811,1,Head,Male,34,literate,No,Bachelor,employed,Married,180000000.0,0.0,50500000.0,10920000.0,241420000.0
10101010811,2,Spouse,Female,34,literate,No,Master,employed,Married,81000000.0,0.0,500000.0,0.0,81500000.0
10105016017,1,Head,Male,48,literate,No,Bachelor,IncomeWOJob,Married,0.0,0.0,370860000.0,27300000.0,398160000.0
10105016017,2,Spouse,Female,47,literate,No,Bachelor,employed,Married,280600000.0,0.0,860000.0,0.0,281460000.0
10105016017,3,Child,Female,17,literate,Yes,HighSchool,Student,Single,0.0,0.0,860000.0,0.0,860000.0
10105016017,4,Child,Male,15,literate,Yes,Secondary,Student,Single,0.0,0.0,3500000.0,0.0,3500000.0
10105016017,5,Child,Male,6,literate,Yes,Elemantry,Other,Single,0.0,0.0,2000000.0,0.0,2000000.0
10106018418,3,Child,Male,22,literate,Yes,Bachelor,Student,Single,0.0,0.0,9000000.0,0.0,9000000.0
10106018418,4,Child,Male,23,literate,Yes,Bachelor,Student,Single,0.0,0.0,6000000.0,0.0,6000000.0
10101010818,1,Head,Male,68,literate,No,College,IncomeWOJob,Married,0.0,0.0,262000000.0,16380000.0,278380000.0
10101010818,2,Spouse,Female,62,literate,No,College,IncomeWOJob,Married,0.0,0.0,262000000.0,0.0,262000000.0
10101010818,3,Child,Female,26,literate,No,Bachelor,unemployed,Single,0.0,0.0,1000000.0,0.0,1000000.0
10101010820,1,Head,Male,54,literate,No,Bachelor,employed,Married,0.0,840000000.0,0.0,0.0,840000000.0
